zonas,enderecos,precos,area,quarto
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",6500,80.0,2.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",5500,75.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5500,115.0,3.0
oeste,"Higienópolis, São Paulo Zona Oeste, São Paulo",35000,500.0,4.0
oeste,"Rua Iperoig, Perdizes, São Paulo Zona Oeste, São Paulo",3000,123.0,3.0
oeste,"Rua Piracuama, Perdizes, São Paulo Zona Oeste, São Paulo",2600,110.0,3.0
oeste,"Rua Piaui, Higienópolis, São Paulo Zona Oeste, São Paulo",6500,217.0,3.0
oeste,"Rua Joaquim Antunes, Pinheiros, São Paulo Zona Oeste, São Paulo",4000,78.0,2.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2300,52.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4400,94.0,3.0
oeste,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3200,30.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",9000,98.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5400,76.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",7574,80.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3500,75.0,2.0
oeste,"Perdizes, São Paulo Zona Oeste, São Paulo",3500,110.0,3.0
oeste,"Avenida Pompeia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2200,38.0,1.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",4700,57.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3400,75.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3990,54.0,1.0
oeste,"Rua Doutor Miranda De Azevedo, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2700,90.0,2.0
oeste,"Avenida Reboucas, Pinheiros, São Paulo Zona Oeste, São Paulo",6150,41.0,1.0
oeste,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",2700,34.0,1.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",3265,31.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2700,84.0,3.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4059,44.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2800,86.0,2.0
oeste,"Rua Ministro Godoi, Perdizes, São Paulo Zona Oeste, São Paulo",2400,138.0,3.0
oeste,"Rua Turiassu, Perdizes, São Paulo Zona Oeste, São Paulo",2400,25.0,1.0
oeste,"Rua Francisco Luís De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",1900,43.0,2.0
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",4000,190.0,3.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",6200,89.0,1.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",4000,70.0,2.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",2799,56.0,2.0
oeste,"Rua Alves Guimaraes, Pinheiros, São Paulo Zona Oeste, São Paulo",3000,86.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2300,60.0,2.0
oeste,"Rua Rio De Janeiro, Higienópolis, São Paulo Zona Oeste, São Paulo",5000,164.0,4.0
oeste,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",4500,127.0,3.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",2650,48.0,1.0
oeste,"Rua Pascoal Vita, Vila Madalena, São Paulo Zona Oeste, São Paulo",8200,150.0,4.0
oeste,"Avenida Pompeia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2200,38.0,1.0
oeste,"Avenida Pavão, Recanto Paraíso, São Paulo Zona Oeste, São Paulo",3000,90.0,2.0
oeste,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",4837,37.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3150,50.0,1.0
oeste,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3200,34.0,1.0
oeste,"Rua  Apiacas, Perdizes, São Paulo Zona Oeste, São Paulo",2300,65.0,2.0
oeste,"Água Branca, São Paulo Zona Oeste, São Paulo",2900,60.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5148,74.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3800,82.0,3.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2750,83.0,2.0
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",2000,35.0,1.0
oeste,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",2400,47.0,2.0
oeste,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3200,34.0,1.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",6500,46.0,1.0
oeste,"R. Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",5900,130.0,2.0
oeste,"Jardim Europa, São Paulo Zona Oeste, São Paulo",12000,210.0,3.0
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",2500,60.0,1.0
oeste,"Rua Campevas, Perdizes, São Paulo Zona Oeste, São Paulo",1650,42.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3000,95.0,3.0
oeste,"Rua Diana, Perdizes, São Paulo Zona Oeste, São Paulo",4300,125.0,3.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5500,116.0,3.0
oeste,"Rua Faustolo, Lapa, São Paulo Zona Oeste, São Paulo",3800,72.0,2.0
oeste,"Rua Venancio Aires, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3000,80.0,2.0
oeste,"Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2100,38.0,1.0
oeste,"Rua Moxei, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",990,45.0,2.0
oeste,"Vila Suzana, São Paulo Zona Oeste, São Paulo",2200,70.0,3.0
oeste,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",3840,44.0,1.0
oeste,"Rua George Ohm, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4450,53.0,1.0
oeste,"Rua Doutor Homem De Melo, Perdizes, São Paulo Zona Oeste, São Paulo",5500,160.0,3.0
oeste,"Rua Doutor Franco Da Rocha, Perdizes, São Paulo Zona Oeste, São Paulo",2600,35.0,1.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2500,37.0,1.0
oeste,"Avenida Miguel Frias E Vasconcelos, Jaguaré, São Paulo Zona Oeste, São Paulo",2500,68.0,2.0
oeste,"Rua Apinajes, Perdizes, São Paulo Zona Oeste, São Paulo",1900,72.0,3.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2200,60.0,2.0
oeste,"Rua Doutor Miranda De Azevedo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2200,63.0,3.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5000,100.0,3.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",4000,73.0,2.0
oeste,"Rua Raul Pompeia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2500,60.0,2.0
oeste,"Rua Caiubi, Perdizes, São Paulo Zona Oeste, São Paulo",3000,80.0,2.0
oeste,"Rua Paulistânia, Sumarezinho, São Paulo Zona Oeste, São Paulo",2700,40.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3500,83.0,1.0
oeste,"Rua Apiacas, Perdizes, São Paulo Zona Oeste, São Paulo",2400,76.0,3.0
oeste,"Rua Marc Chagall, Água Branca, São Paulo Zona Oeste, São Paulo",4800,79.0,2.0
oeste,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",2600,60.0,2.0
oeste,"Vila Cordeiro, São Paulo Zona Oeste, São Paulo",3000,44.0,1.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",3500,94.0,3.0
oeste,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",2000,52.0,2.0
oeste,"Rua Moxei, Lapa De Baixo, São Paulo Zona Oeste, São Paulo",990,45.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2700,70.0,2.0
oeste,"Jardim Europa, São Paulo Zona Oeste, São Paulo",11500,150.0,2.0
oeste,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2200,60.0,2.0
oeste,"Água Branca, São Paulo Zona Oeste, São Paulo",2800,59.0,2.0
oeste,"Rua Arruda Alvim, Pinheiros, São Paulo Zona Oeste, São Paulo",3500,46.0,1.0
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2600,58.0,1.0
oeste,"Rua Cardoso De Almeida, Perdizes, São Paulo Zona Oeste, São Paulo",2300,106.0,3.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2800,55.0,1.0
oeste,"Rua Cônego Eugênio Leite, Pinheiros, São Paulo Zona Oeste, São Paulo",2600,80.0,2.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",3265,31.0,1.0
oeste,"R Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",4600,109.0,2.0
oeste,"Rua Alves Guimaraes, Pinheiros, São Paulo Zona Oeste, São Paulo",3500,25.0,1.0
oeste,"R Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",3500,65.0,2.0
oeste,"Avenida Francisco Matarazzo, Água Branca, São Paulo Zona Oeste, São Paulo",1800,48.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2900,55.0,2.0
oeste,"Vila Suzana, São Paulo Zona Oeste, São Paulo",1350,35.0,1.0
oeste,"Rua Xerentes, Perdizes, São Paulo Zona Oeste, São Paulo",2700,80.0,3.0
oeste,"Rua Aurelia, Vila Romana, São Paulo Zona Oeste, São Paulo",1800,32.0,1.0
oeste,"Rua Cotoxo, Perdizes, São Paulo Zona Oeste, São Paulo",2850,85.0,2.0
oeste,"Rua Sansão Alves Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3500,51.0,1.0
oeste,"Rua Jericó, Sumarezinho, São Paulo Zona Oeste, São Paulo",5000,110.0,3.0
oeste,"Rua Heitor Penteado, Sumarezinho, São Paulo Zona Oeste, São Paulo",2500,44.0,1.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",2500,66.0,1.0
oeste,"Rolinópolis, São Paulo Zona Oeste, São Paulo",2500,60.0,2.0
oeste,"Rua Doutor Homem De Melo, Perdizes, São Paulo Zona Oeste, São Paulo",2200,80.0,2.0
oeste,"Jaguaré, São Paulo Zona Oeste, São Paulo",2000,50.0,2.0
oeste,"Rua Itacolomi, Higienópolis, São Paulo Zona Oeste, São Paulo",4000,140.0,3.0
oeste,"Rua Doutor Homem De Melo, Perdizes, São Paulo Zona Oeste, São Paulo",2150,50.0,1.0
oeste,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",7500,175.0,3.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3400,70.0,2.0
oeste,"Rua Doutor Miranda De Azevedo, Pompéia, São Paulo Zona Oeste, São Paulo",2800,80.0,2.0
oeste,"Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2490,51.0,1.0
oeste,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",2000,50.0,2.0
oeste,"Rua Padre Caresia, Jaguaré, São Paulo Zona Oeste, São Paulo",1600,60.0,2.0
oeste,"Rua Ministro Godói, Perdizes, São Paulo Zona Oeste, São Paulo",2500,56.0,1.0
oeste,"Rua Senador Cesar Lacerda Vergueiro, Sumarezinho, São Paulo Zona Oeste, São Paulo",3500,25.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4800,63.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",15000,210.0,3.0
oeste,"Rua Paes Leme, Pinheiros, São Paulo Zona Oeste, São Paulo",8000,68.0,2.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",6500,80.0,2.0
oeste,"Jardim Paulistano, São Paulo Zona Oeste, São Paulo",2759,25.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3200,40.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",1800,48.0,2.0
oeste,"Pinheiros, São Paulo Zona Oeste, São Paulo",10000,102.0,1.0
oeste,"Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2100,44.0,1.0
