zonas,precos,area,quarto
sul,7.0909098220799835,3.828641396489095,2.0
norte,7.359467638255621,4.02535169073515,2.0
oeste,8.476579508530941,4.382026634673881,2.0
sul,7.601402334583733,4.060443010546419,1.0
norte,7.170888478512505,3.6888794541139363,1.0
leste,7.696667081526462,3.9318256327243257,2.0
leste,7.8636512654486515,4.382026634673881,2.0
oeste,8.594339400592892,5.056245805348308,4.0
sul,7.313886831633462,3.713572066704308,2.0
leste,8.412054873292933,5.017279836814924,2.0
leste,7.438971592395862,4.248495242049359,3.0
sul,8.962007209588313,5.1298987149230735,3.0
leste,8.612685172875459,4.867534450455582,4.0
oeste,7.208600337960199,3.58351893845611,1.0
sul,8.216358332386156,4.927253685157205,3.0
norte,7.650168700845001,4.189654742026425,3.0
sul,10.463131911491967,5.707110264748875,4.0
oeste,7.550135342488429,3.828641396489095,1.0
leste,7.244941546337007,3.713572066704308,2.0
leste,10.596659732783579,4.51085950651685,2.0
sul,7.170888478512505,3.713572066704308,1.0
leste,7.3783837129967145,3.9889840465642745,2.0
sul,7.170119543449628,4.110873864173311,1.0
sul,8.160803920954665,4.330733340286331,2.0
leste,6.90875477931522,3.9889840465642745,1.0
oeste,8.517393171418904,4.709530201312334,3.0
leste,7.496097345175956,4.110873864173311,2.0
leste,7.591357046698551,4.343805421853684,3.0
norte,7.313886831633462,3.9318256327243257,2.0
norte,7.3783837129967145,4.672828834461906,3.0
norte,7.0909098220799835,4.02535169073515,2.0
oeste,7.696667081526462,4.1588830833596715,3.0
sul,7.650168700845001,3.5263605246161616,1.0
sul,8.77971129020447,5.099866427824199,4.0
norte,7.280008252884188,3.9318256327243257,2.0
sul,7.972810784121404,4.189654742026425,2.0
sul,7.824445930877619,4.110873864173311,2.0
sul,8.24301946898925,4.955827057601261,3.0
leste,8.071218539969863,4.290459441148391,3.0
oeste,7.824445930877619,4.2626798770413155,2.0
oeste,8.612685172875459,4.859812404361672,3.0
norte,7.170888478512505,3.8712010109078907,2.0
norte,7.384610383176974,3.912023005428146,2.0
norte,7.074116816197362,4.110873864173311,2.0
sul,8.000014093678072,4.442651256490317,3.0
leste,7.208600337960199,3.970291913552122,2.0
sul,7.496097345175956,4.07753744390572,2.0
oeste,7.3783837129967145,3.9318256327243257,1.0
sul,7.496097345175956,3.970291913552122,2.0
norte,7.496097345175956,4.204692619390966,2.0
sul,8.160803920954665,3.970291913552122,1.0
norte,7.409136443920128,4.0943445622221,2.0
norte,7.532088143541722,4.060443010546419,2.0
sul,8.160803920954665,4.574710978503383,0.0
sul,7.824445930877619,4.61512051684126,3.0
leste,7.937731775260109,4.48863636973214,3.0
leste,7.00397413672268,3.9318256327243257,2.0
norte,7.269616749608169,4.110873864173311,2.0
norte,7.048386408721883,3.332204510175204,1.0
leste,8.216358332386156,4.61512051684126,3.0
norte,7.878912912297132,4.174387269895637,2.0
sul,8.517393171418904,4.204692619390966,2.0
leste,7.313886831633462,3.9318256327243257,2.0
sul,7.937731775260109,4.330733340286331,3.0
norte,8.006700845440367,4.634728988229636,3.0
sul,7.170888478512505,4.110873864173311,2.0
leste,7.8636512654486515,4.584967478670572,3.0
leste,7.00397413672268,3.9318256327243257,2.0
sul,7.170888478512505,3.6888794541139363,2.0
leste,8.160803920954665,4.795790545596741,3.0
leste,7.0909098220799835,3.6109179126442243,1.0
sul,8.612685172875459,4.61512051684126,3.0
norte,7.496097345175956,3.970291913552122,2.0
leste,8.160803920954665,4.532599493153256,3.0
oeste,7.409136443920128,4.189654742026425,3.0
norte,8.006700845440367,4.394449154672439,3.0
sul,8.160803920954665,3.9512437185814275,1.0
norte,8.497194544909547,5.081404364984463,3.0
norte,8.071218539969863,4.430816798843313,3.0
oeste,7.467942332285852,3.912023005428146,1.0
leste,7.601402334583733,4.110873864173311,2.0
oeste,7.601402334583733,3.970291913552122,2.0
