zonas,precos,area,quarto
norte,8.071218539969863,4.343805421853684,2.0
norte,7.170888478512505,3.9318256327243257,1.0
oeste,7.901377353792616,4.442651256490317,3.0
norte,8.101980731853192,4.394449154672439,3.0
leste,9.392745258631441,5.455321115357702,3.0
leste,7.2196420401307355,4.02535169073515,2.0
norte,7.550135342488429,4.23410650459726,2.0
sul,7.00397413672268,3.4965075614664802,1.0
norte,6.985641817639208,3.8501476017100584,2.0
sul,8.824824939175638,5.231108616854587,3.0
sul,7.919719760924575,4.143134726391533,2.0
oeste,7.741099090035366,4.110873864173311,2.0
leste,6.960347729101308,3.784189633918261,2.0
norte,7.3783837129967145,4.31748811353631,2.0
sul,8.294299608857235,4.77912349311153,3.0
sul,15.137266664613225,5.442417710521793,3.0
sul,7.3783837129967145,5.081404364984463,2.0
norte,7.170888478512505,3.6888794541139363,1.0
sul,9.798182590890704,5.459585514144159,3.0
norte,8.160803920954665,4.795790545596741,3.0
norte,7.467942332285852,3.8501476017100584,2.0
norte,7.490529402060711,4.2626798770413155,2.0
sul,8.101980731853192,4.31748811353631,3.0
oeste,7.696667081526462,4.110873864173311,2.0
leste,7.45182223652793,3.6635616461296463,1.0
norte,7.601402334583733,4.51085950651685,3.0
leste,7.496097345175956,3.912023005428146,2.0
leste,7.244941546337007,4.02535169073515,2.0
leste,8.517393171418904,4.663439094112067,3.0
sul,8.412054873292933,4.574710978503383,3.0
oeste,8.987321812850125,4.23410650459726,2.0
oeste,8.732465848349879,4.499809670330265,1.0
oeste,8.38958706681109,4.553876891600541,3.0
sul,8.268988209506656,4.574710978503383,2.0
norte,7.937731775260109,4.394449154672439,4.0
leste,6.85751406254539,3.713572066704308,2.0
norte,8.24301946898925,4.68213122712422,3.0
leste,7.313886831633462,3.6635616461296463,2.0
norte,7.3783837129967145,3.713572066704308,2.0
norte,7.208600337960199,4.110873864173311,2.0
oeste,7.438971592395862,3.828641396489095,1.0
leste,7.170888478512505,3.713572066704308,2.0
oeste,8.612685172875459,4.7535901911063645,3.0
leste,7.496097345175956,3.8918202981106265,2.0
oeste,9.210440366976517,4.634728988229636,1.0
norte,6.90875477931522,3.828641396489095,2.0
sul,7.313886831633462,4.04305126783455,2.0
sul,9.825580063659602,5.484796933490655,4.0
norte,7.170888478512505,3.6888794541139363,1.0
norte,7.313886831633462,4.248495242049359,2.0
norte,7.550135342488429,3.9318256327243257,2.0
leste,8.006700845440367,4.532599493153256,3.0
sul,9.392745258631441,5.484796933490655,4.0
norte,7.550135342488429,4.23410650459726,3.0
norte,7.234898420314831,3.828641396489095,2.0
oeste,7.8636512654486515,4.394449154672439,2.0
oeste,8.160803920954665,4.3694478524670215,2.0
sul,9.61587214452889,6.161207321695077,4.0
leste,9.680406499268875,5.303304908059076,4.0
oeste,6.898714534329988,3.828641396489095,2.0
oeste,7.783640596221253,3.258096538021482,1.0
sul,8.612685172875459,4.110873864173311,1.0
sul,7.8636512654486515,3.5553480614894135,1.0
norte,8.517393171418904,4.90527477843843,3.0
norte,9.210440366976517,5.564520407322694,4.0
sul,7.601402334583733,3.828641396489095,1.0
norte,7.170888478512505,3.6888794541139363,1.0
leste,8.612685172875459,4.499809670330265,3.0
norte,7.208600337960199,3.970291913552122,2.0
oeste,7.3783837129967145,4.110873864173311,2.0
leste,8.497194544909547,4.663439094112067,3.0
oeste,7.901377353792616,4.394449154672439,3.0
oeste,7.601402334583733,3.912023005428146,2.0
norte,7.438971592395862,4.2626798770413155,2.0
sul,7.741099090035366,3.828641396489095,0.0
oeste,7.438971592395862,4.2626798770413155,2.0
oeste,7.824445930877619,4.2626798770413155,2.0
leste,7.550135342488429,3.713572066704308,1.0
sul,7.601402334583733,3.828641396489095,1.0
norte,7.601402334583733,4.07753744390572,2.0
leste,7.824445930877619,4.174387269895637,3.0
leste,7.3783837129967145,3.9512437185814275,2.0
oeste,8.732465848349879,5.204006687076795,3.0
sul,8.556606193773073,5.062595033026967,3.0
norte,7.696667081526462,3.828641396489095,2.0
leste,8.294299608857235,4.736198448394496,3.0
norte,7.208600337960199,3.713572066704308,1.0
sul,7.824445930877619,3.9318256327243257,2.0
sul,8.071218539969863,4.394449154672439,2.0
sul,9.99884318585288,5.424950017481403,4.0
oeste,7.824445930877619,4.204692619390966,1.0
leste,7.540090320145325,3.828641396489095,2.0
oeste,8.630700432209832,5.030437921392435,3.0
leste,7.8636512654486515,4.04305126783455,2.0
leste,7.438971592395862,4.23410650459726,2.0
norte,7.824445930877619,3.8066624897703196,1.0
sul,9.392745258631441,4.890349128221754,3.0
sul,7.656337166430183,4.330733340286331,3.0
sul,8.294299608857235,4.61512051684126,3.0
norte,7.438971592395862,3.9318256327243257,2.0
leste,8.476579508530941,4.663439094112067,3.0
sul,7.824445930877619,4.189654742026425,2.0
oeste,8.006700845440367,4.51085950651685,2.0
sul,7.9287663216266955,4.143134726391533,2.0
sul,8.517393171418904,4.51085950651685,3.0
oeste,8.02322468471667,4.2626798770413155,3.0
norte,8.071218539969863,4.127134385045092,2.0
oeste,7.3783837129967145,4.110873864173311,2.0
oeste,7.824445930877619,4.61512051684126,3.0
sul,8.542665987389269,4.59511985013459,2.0
sul,9.787009914477434,5.198497031265826,4.0
sul,9.210440366976517,5.5254529391317835,4.0
sul,7.550135342488429,4.31748811353631,3.0
norte,7.696667081526462,4.2626798770413155,3.0
norte,7.170888478512505,4.02535169073515,2.0
sul,8.071218539969863,3.828641396489095,1.0
norte,7.762596048540069,4.330733340286331,3.0
oeste,7.9229859587111955,3.258096538021482,1.0
oeste,7.696667081526462,3.6635616461296463,1.0
oeste,7.741099090035366,4.672828834461906,3.0
oeste,8.160803920954665,4.553876891600541,3.0
oeste,7.937731775260109,4.394449154672439,2.0
oeste,7.8636512654486515,3.58351893845611,1.0
oeste,9.474318717728728,5.5254529391317835,4.0
leste,7.313886831633462,3.9318256327243257,3.0
sul,7.741099090035366,4.127134385045092,2.0
leste,8.412054873292933,5.123963979403259,3.0
sul,7.696667081526462,4.532599493153256,3.0
leste,7.00397413672268,3.6635616461296463,1.0
norte,7.313886831633462,3.7376696182833684,2.0
leste,8.412054873292933,4.532599493153256,3.0
leste,7.496097345175956,3.8712010109078907,2.0
leste,7.696667081526462,4.219507705176107,2.0
leste,7.741099090035366,4.290459441148391,3.0
sul,7.8826922062890254,4.2626798770413155,1.0
leste,8.294299608857235,4.736198448394496,3.0
oeste,8.602453035367061,3.5553480614894135,1.0
oeste,7.3783837129967145,4.110873864173311,2.0
sul,8.160803920954665,4.02535169073515,1.0
sul,7.824445930877619,4.31748811353631,2.0
sul,6.68586094706836,3.4339872044851463,1.0
sul,8.753213480544126,4.406719247264253,2.0
leste,6.90875477931522,3.2188758248682006,1.0
norte,7.741099090035366,4.1588830833596715,3.0
leste,8.412054873292933,4.2626798770413155,2.0
norte,7.313886831633462,3.713572066704308,2.0
oeste,7.741099090035366,3.970291913552122,2.0
leste,7.1316985104669115,4.330733340286331,1.0
oeste,7.00397413672268,5.5254529391317835,2.0
oeste,8.648396877031582,3.7376696182833684,1.0
sul,8.268988209506656,3.713572066704308,1.0
norte,7.601402334583733,3.713572066704308,2.0
oeste,8.412054873292933,5.1298987149230735,3.0
oeste,8.160803920954665,3.258096538021482,1.0
oeste,8.188966863648876,4.584967478670572,2.0
norte,7.550135342488429,3.713572066704308,2.0
sul,8.517393171418904,4.23410650459726,2.0
oeste,7.696667081526462,3.6109179126442243,1.0
oeste,8.055475141757274,3.9318256327243257,1.0
leste,7.346655163176539,3.9318256327243257,2.0
oeste,7.937731775260109,4.465908118654584,2.0
oeste,7.8636512654486515,4.110873864173311,2.0
norte,7.741099090035366,4.219507705176107,2.0
norte,7.170888478512505,3.9318256327243257,2.0
sul,8.160803920954665,3.713572066704308,1.0
norte,7.313886831633462,4.110873864173311,2.0
oeste,7.170888478512505,3.784189633918261,2.0
leste,7.540090320145325,3.828641396489095,2.0
oeste,7.650168700845001,3.713572066704308,1.0
sul,8.839421607620602,4.875197323201151,3.0
norte,7.00397413672268,3.4339872044851463,1.0
leste,8.071218539969863,4.02535169073515,1.0
oeste,7.251344983372214,3.713572066704308,1.0
norte,7.490529402060711,4.2626798770413155,2.0
sul,7.467942332285852,4.430816798843313,2.0
norte,8.45553053102413,4.394449154672439,2.0
norte,8.268988209506656,4.394449154672439,0.0
norte,7.696667081526462,4.2626798770413155,2.0
sul,7.696667081526462,3.970291913552122,2.0
leste,6.878326468291325,3.8918202981106265,0.0
leste,6.666956792429207,3.7612001156935624,2.0
leste,7.280008252884188,3.713572066704308,1.0
norte,7.754052639035757,4.330733340286331,3.0
sul,8.434680769841773,4.127134385045092,2.0
sul,8.824824939175638,5.3612921657094255,4.0
oeste,6.68586094706836,3.044522437723423,1.0
norte,6.85751406254539,3.8501476017100584,2.0
oeste,8.294299608857235,4.304065093204169,2.0
sul,7.696667081526462,3.6635616461296463,1.0
norte,7.8636512654486515,4.330733340286331,0.0
sul,8.77971129020447,4.709530201312334,2.0
norte,8.268988209506656,5.017279836814924,0.0
oeste,7.550135342488429,3.784189633918261,2.0
leste,7.409136443920128,3.970291913552122,2.0
sul,8.612685172875459,3.970291913552122,1.0
sul,8.006700845440367,5.303304908059076,3.0
leste,7.5352967024440884,3.6635616461296463,2.0
leste,7.00397413672268,3.9318256327243257,2.0
oeste,7.901377353792616,4.143134726391533,2.0
sul,8.294299608857235,4.709530201312334,3.0
leste,7.244941546337007,4.110873864173311,2.0
leste,7.741099090035366,4.290459441148391,3.0
sul,8.497194544909547,4.219507705176107,2.0
oeste,7.170888478512505,4.31748811353631,3.0
leste,7.3783837129967145,4.189654742026425,3.0
sul,8.160803920954665,4.564348191467836,3.0
sul,13.567050480716235,3.9318256327243257,1.0
oeste,8.484256691169973,3.6375861597263857,1.0
oeste,7.67368812926773,3.970291913552122,2.0
leste,7.601402334583733,4.07753744390572,2.0
leste,7.496097345175956,3.784189633918261,2.0
sul,8.517393171418904,4.8283137373023015,3.0
oeste,8.922791623969637,5.170483995038151,3.0
leste,7.3783837129967145,3.713572066704308,1.0
norte,6.957497370876951,3.8918202981106265,2.0
norte,7.00397413672268,3.9512437185814275,2.0
norte,7.244941546337007,4.110873864173311,2.0
norte,6.985641817639208,3.6635616461296463,1.0
norte,7.313886831633462,4.2626798770413155,2.0
norte,7.313886831633462,3.7612001156935624,2.0
leste,8.412054873292933,5.231108616854587,3.0
leste,7.313886831633462,3.970291913552122,2.0
leste,9.90353755128617,5.488937726156687,3.0
oeste,8.09132127353041,3.4657359027997265,1.0
leste,7.8636512654486515,3.912023005428146,2.0
norte,7.208600337960199,3.970291913552122,2.0
oeste,7.409136443920128,4.189654742026425,3.0
sul,7.824445930877619,4.406719247264253,3.0
oeste,8.160803920954665,3.9318256327243257,1.0
leste,7.601402334583733,4.07753744390572,2.0
oeste,7.783640596221253,4.2626798770413155,2.0
oeste,7.937731775260109,4.02535169073515,1.0
sul,8.006700845440367,4.189654742026425,3.0
leste,7.00397413672268,3.4011973816621555,1.0
norte,8.006700845440367,4.912654885736052,3.0
sul,9.825580063659602,5.407171771460119,4.0
oeste,7.8636512654486515,4.442651256490317,3.0
oeste,8.93260863037757,4.394449154672439,2.0
leste,8.612685172875459,4.663439094112067,3.0
norte,7.937731775260109,4.59511985013459,3.0
oeste,8.366602832783736,4.836281906951478,3.0
norte,7.496097345175956,4.2626798770413155,3.0
norte,7.313886831633462,4.31748811353631,2.0
sul,9.35452729228868,4.890349128221754,2.0
leste,7.3783837129967145,3.9318256327243257,1.0
leste,8.517393171418904,4.962844630259907,3.0
norte,7.170888478512505,3.6888794541139363,1.0
norte,7.170888478512505,4.04305126783455,2.0
sul,8.412054873292933,4.343805421853684,2.0
norte,7.313886831633462,4.31748811353631,2.0
norte,7.313886831633462,3.8918202981106265,2.0
leste,7.280008252884188,4.110873864173311,3.0
leste,7.2305631534092925,3.6375861597263857,1.0
norte,7.244941546337007,3.9318256327243257,2.0
sul,8.612685172875459,5.3471075307174685,4.0
leste,7.313886831633462,3.7612001156935624,2.0
oeste,8.412054873292933,4.912654885736052,3.0
leste,7.0909098220799835,3.828641396489095,2.0
leste,7.170888478512505,3.6109179126442243,1.0
leste,7.244941546337007,4.02535169073515,3.0
leste,9.61587214452889,5.87493073085203,4.0
oeste,6.898714534329988,3.828641396489095,2.0
norte,7.650168700845001,4.110873864173311,2.0
norte,7.650168700845001,3.8066624897703196,1.0
leste,8.366602832783736,4.875197323201151,3.0
norte,7.783640596221253,4.394449154672439,2.0
norte,7.170888478512505,3.6888794541139363,1.0
oeste,7.601402334583733,3.9318256327243257,2.0
sul,7.824445930877619,3.4339872044851463,1.0
sul,8.343077871169383,3.8918202981106265,1.0
oeste,7.601402334583733,4.189654742026425,3.0
sul,8.699681400989514,5.4510384535657,3.0
leste,7.244941546337007,3.9318256327243257,2.0
sul,8.003363058629947,4.330733340286331,3.0
oeste,8.412054873292933,4.852030263919617,3.0
leste,7.650168700845001,4.04305126783455,2.0
leste,7.208600337960199,4.454347296253507,3.0
sul,8.556606193773073,4.59511985013459,2.0
sul,6.985641817639208,3.1780538303479458,1.0
leste,8.006700845440367,4.634728988229636,3.0
sul,7.824445930877619,4.394449154672439,1.0
sul,7.659642954564682,3.8501476017100584,1.0
leste,8.31898612539206,4.672828834461906,3.0
sul,10.778977123006351,5.940171252720432,4.0
norte,7.00397413672268,3.9318256327243257,2.0
norte,7.747164966520335,4.110873864173311,2.0
leste,8.006700845440367,3.9318256327243257,1.0
norte,6.2166061010848646,3.58351893845611,1.0
norte,7.3783837129967145,4.189654742026425,2.0
norte,8.268988209506656,4.394449154672439,3.0
norte,7.3783837129967145,4.143134726391533,2.0
sul,8.412054873292933,4.941642422609304,4.0
sul,8.853808274977197,4.276666119016055,1.0
leste,7.346655163176539,4.143134726391533,2.0
sul,8.006700845440367,3.9889840465642745,2.0
sul,7.8636512654486515,4.248495242049359,3.0
norte,7.0909098220799835,4.418840607796598,3.0
sul,9.61587214452889,4.948759890378168,3.0
oeste,7.550135342488429,3.6375861597263857,1.0
leste,7.696667081526462,4.330733340286331,3.0
oeste,8.45553053102413,4.875197323201151,3.0
leste,7.170888478512505,3.6109179126442243,2.0
oeste,8.253488028345904,3.8066624897703196,1.0
norte,7.972810784121404,4.110873864173311,2.0
norte,7.346655163176539,3.8918202981106265,2.0
leste,7.170888478512505,3.828641396489095,2.0
oeste,8.294299608857235,4.948759890378168,3.0
leste,7.8826922062890254,4.394449154672439,3.0
oeste,8.071218539969863,3.713572066704308,1.0
norte,7.62608275807238,4.110873864173311,2.0
oeste,7.576097340623111,3.970291913552122,2.0
sul,8.600798775271034,3.58351893845611,1.0
sul,8.412054873292933,4.219507705176107,1.0
oeste,7.937731775260109,4.0943445622221,2.0
leste,7.937731775260109,4.204692619390966,3.0
norte,8.071218539969863,4.430816798843313,3.0
leste,7.8636512654486515,4.356708826689592,2.0
sul,7.244941546337007,3.6635616461296463,2.0
norte,8.268988209506656,4.290459441148391,3.0
norte,7.496097345175956,4.110873864173311,2.0
sul,8.31898612539206,4.406719247264253,2.0
sul,8.46611040118692,4.61512051684126,3.0
oeste,8.160803920954665,4.709530201312334,3.0
leste,7.244941546337007,4.290459441148391,3.0
leste,7.972810784121404,4.174387269895637,1.0
oeste,8.160803920954665,3.258096538021482,1.0
leste,7.601402334583733,3.828641396489095,1.0
norte,7.8636512654486515,4.770684624465665,3.0
oeste,7.783640596221253,3.970291913552122,2.0
norte,7.170888478512505,3.6888794541139363,1.0
oeste,7.1316985104669115,3.8918202981106265,2.0
leste,7.310550158534422,3.912023005428146,2.0
leste,7.550135342488429,3.7612001156935624,2.0
sul,7.601402334583733,4.2626798770413155,2.0
norte,7.3783837129967145,4.110873864173311,2.0
oeste,8.101980731853192,3.7612001156935624,1.0
sul,9.305741456739435,4.795790545596741,2.0
sul,7.824445930877619,3.4339872044851463,1.0
norte,6.85751406254539,3.828641396489095,2.0
sul,9.852246888342531,5.638354669333745,3.0
norte,9.680406499268875,6.19644412779452,4.0
norte,7.313886831633462,4.23410650459726,2.0
norte,7.741099090035366,3.713572066704308,0.0
oeste,7.099201743553092,4.110873864173311,1.0
oeste,7.741099090035366,4.189654742026425,2.0
norte,7.313886831633462,3.044522437723423,1.0
oeste,7.170888478512505,3.912023005428146,1.0
oeste,7.824445930877619,4.04305126783455,1.0
oeste,8.071218539969863,3.4339872044851463,1.0
sul,8.434028950155469,4.2626798770413155,2.0
leste,6.90875477931522,3.4965075614664802,2.0
oeste,7.824445930877619,4.110873864173311,2.0
oeste,7.601402334583733,3.58351893845611,1.0
leste,13.617060838751888,4.553876891600541,3.0
oeste,8.517393171418904,5.10594547390058,4.0
oeste,7.696667081526462,4.110873864173311,2.0
leste,7.313886831633462,3.6888794541139363,1.0
oeste,8.612685172875459,4.330733340286331,1.0
oeste,7.8826922062890254,3.8918202981106265,1.0
leste,7.696667081526462,4.543294782270004,3.0
leste,7.1316985104669115,4.02535169073515,3.0
leste,7.1316985104669115,4.02535169073515,2.0
oeste,8.006700845440367,4.820281565605037,3.0
leste,7.00397413672268,3.9318256327243257,2.0
norte,7.550135342488429,3.713572066704308,2.0
norte,8.03947991910045,4.465908118654584,3.0
leste,8.826147399143558,4.927253685157205,3.0
oeste,8.09132127353041,3.4657359027997265,1.0
sul,9.04793908261736,5.111987788356544,4.0
norte,7.208600337960199,3.970291913552122,2.0
oeste,7.824445930877619,3.970291913552122,2.0
leste,8.612685172875459,5.111987788356544,4.0
leste,7.741099090035366,3.58351893845611,1.0
sul,7.496097345175956,4.418840607796598,2.0
sul,8.071218539969863,4.174387269895637,0.0
norte,7.00397413672268,3.9318256327243257,2.0
oeste,7.208600337960199,4.02535169073515,3.0
oeste,8.434028950155469,4.700480365792417,2.0
oeste,8.160803920954665,4.430816798843313,1.0
leste,7.313886831633462,4.110873864173311,2.0
leste,7.313886831633462,3.8712010109078907,2.0
oeste,8.131824785007195,4.2626798770413155,2.0
oeste,8.006700845440367,4.394449154672439,2.0
oeste,7.901377353792616,3.713572066704308,1.0
sul,8.188966863648876,3.9318256327243257,0.0
oeste,7.741099090035366,4.1588830833596715,3.0
leste,7.409136443920128,4.330733340286331,2.0
norte,7.409136443920128,3.7612001156935624,2.0
leste,7.741099090035366,3.713572066704308,1.0
norte,7.0909098220799835,4.110873864173311,2.0
oeste,7.972810784121404,4.02535169073515,2.0
norte,7.409136443920128,3.8712010109078907,2.0
sul,7.550135342488429,3.5553480614894135,1.0
norte,7.280008252884188,3.9318256327243257,2.0
oeste,7.804251383528112,4.394449154672439,2.0
oeste,7.820439515262181,3.9512437185814275,1.0
sul,8.071218539969863,4.454347296253507,3.0
norte,7.741099090035366,4.23410650459726,2.0
sul,8.294299608857235,5.25227342804663,3.0
sul,8.612685172875459,5.583496308781699,4.0
oeste,7.8636512654486515,4.07753744390572,1.0
oeste,7.0909098220799835,3.4339872044851463,1.0
norte,7.3783837129967145,4.430816798843313,3.0
sul,7.783640596221253,4.204692619390966,2.0
oeste,8.517393171418904,4.61512051684126,3.0
leste,8.853808274977197,5.111987788356544,4.0
leste,7.601402334583733,4.0943445622221,2.0
oeste,7.550135342488429,4.110873864173311,2.0
leste,8.183397369998433,4.3694478524670215,3.0
leste,8.006700845440367,3.9318256327243257,1.0
leste,7.0909098220799835,3.828641396489095,2.0
sul,7.741099090035366,3.4339872044851463,1.0
oeste,8.160803920954665,4.07753744390572,2.0
oeste,7.783640596221253,3.8712010109078907,2.0
norte,7.170888478512505,4.23410650459726,2.0
leste,7.0909098220799835,3.8918202981106265,2.0
norte,8.699681400989514,5.384495062789089,4.0
oeste,8.724369949208368,3.7376696182833684,1.0
oeste,8.546557800046141,4.31748811353631,1.0
norte,7.3783837129967145,4.394449154672439,2.0
oeste,8.006700845440367,4.343805421853684,3.0
sul,8.630700432209832,4.795790545596741,3.0
leste,7.650168700845001,4.2626798770413155,3.0
sul,7.696667081526462,4.2626798770413155,1.0
sul,7.576097340623111,4.07753744390572,2.0
leste,7.438971592395862,4.007333185232471,2.0
leste,7.601402334583733,3.8918202981106265,2.0
norte,7.244941546337007,4.2626798770413155,2.0
norte,7.741099090035366,4.04305126783455,2.0
sul,9.472781556562168,5.375278407684165,5.0
sul,8.006700845440367,4.02535169073515,2.0
leste,8.03947991910045,4.770684624465665,3.0
norte,7.601402334583733,4.382026634673881,2.0
leste,8.294299608857235,4.356708826689592,3.0
sul,7.601402334583733,4.060443010546419,2.0
sul,7.438383530044307,4.2626798770413155,2.0
sul,8.612685172875459,3.8066624897703196,1.0
sul,8.006700845440367,3.8712010109078907,1.0
norte,7.313886831633462,4.394449154672439,2.0
norte,7.170888478512505,3.6888794541139363,1.0
leste,7.00397413672268,4.2626798770413155,2.0
sul,7.313886831633462,3.828641396489095,2.0
sul,8.922791623969637,5.14166355650266,3.0
sul,8.517393171418904,4.143134726391533,2.0
norte,8.160803920954665,5.3981627015177525,4.0
norte,7.438971592395862,4.143134726391533,2.0
sul,8.612685172875459,4.23410650459726,1.0
oeste,8.400884069015854,3.9889840465642745,1.0
leste,7.762596048540069,4.23410650459726,0.0
oeste,8.160803920954665,3.9512437185814275,1.0
sul,7.496097345175956,3.970291913552122,2.0
leste,7.8713112033234065,4.189654742026425,2.0
oeste,7.972810784121404,4.04305126783455,2.0
norte,7.340186835320115,3.713572066704308,2.0
oeste,10.463131911491967,6.2166061010848646,4.0
norte,7.00397413672268,3.9318256327243257,2.0
leste,8.517393171418904,4.663439094112067,3.0
oeste,7.438971592395862,4.0943445622221,3.0
oeste,8.160803920954665,3.8501476017100584,1.0
