zonas_leste,zonas_norte,zonas_oeste,zonas_sul,precos,area,quarto
0,0,1,0,8.732465848349879,4.499809670330265,0.6931471805599453
0,0,1,0,7.824445930877619,4.61512051684126,1.3862943611198906
0,1,0,0,7.409136443920128,3.7612001156935624,1.0986122886681096
0,1,0,0,7.313886831633462,4.2626798770413155,1.0986122886681096
0,0,0,1,7.00397413672268,3.58351893845611,0.6931471805599453
1,0,0,0,7.3783837129967145,3.9318256327243257,0.6931471805599453
0,0,0,1,12.07254696717504,3.713572066704308,0.6931471805599453
1,0,0,0,8.517393171418904,4.962844630259907,1.3862943611198906
0,1,0,0,9.210440366976517,5.564520407322694,1.6094379124341003
0,0,0,1,8.268988209506656,3.713572066704308,0.6931471805599453
0,1,0,0,8.071218539969863,4.430816798843313,1.3862943611198906
0,0,0,1,8.071218539969863,4.189654742026425,1.0986122886681096
0,0,1,0,8.45553053102413,4.875197323201151,1.3862943611198906
0,1,0,0,7.313886831633462,4.248495242049359,1.0986122886681096
0,1,0,0,7.313886831633462,3.9318256327243257,1.0986122886681096
0,0,0,1,8.006700845440367,5.303304908059076,1.3862943611198906
1,0,0,0,7.280008252884188,4.110873864173311,1.3862943611198906
1,0,0,0,7.2305631534092925,3.6375861597263857,0.6931471805599453
0,1,0,0,7.208600337960199,3.713572066704308,0.6931471805599453
0,0,1,0,7.438971592395862,4.0943445622221,1.3862943611198906
1,0,0,0,7.313886831633462,3.7612001156935624,1.0986122886681096
0,0,1,0,8.517393171418904,4.709530201312334,1.3862943611198906
0,0,1,0,8.09132127353041,3.4657359027997265,0.6931471805599453
1,0,0,0,7.0909098220799835,3.828641396489095,1.0986122886681096
1,0,0,0,7.170888478512505,3.6109179126442243,0.6931471805599453
1,0,0,0,7.244941546337007,4.02535169073515,1.3862943611198906
1,0,0,0,9.61587214452889,5.87493073085203,1.6094379124341003
0,0,0,1,9.825580063659602,5.407171771460119,1.6094379124341003
0,1,0,0,7.00397413672268,3.9318256327243257,1.0986122886681096
0,1,0,0,7.074116816197362,4.110873864173311,1.0986122886681096
1,0,0,0,8.366602832783736,4.875197323201151,1.3862943611198906
0,0,1,0,8.612685172875459,4.7535901911063645,1.3862943611198906
0,1,0,0,7.490529402060711,4.2626798770413155,1.0986122886681096
0,1,0,0,7.3783837129967145,4.110873864173311,1.0986122886681096
0,0,1,0,8.484256691169973,3.6375861597263857,0.6931471805599453
0,0,0,1,8.294299608857235,4.709530201312334,1.3862943611198906
0,0,0,1,9.852246888342531,5.638354669333745,1.3862943611198906
0,0,1,0,8.291797105048733,4.007333185232471,0.6931471805599453
0,0,1,0,8.612685172875459,4.859812404361672,1.3862943611198906
0,0,0,1,9.825580063659602,5.484796933490655,1.6094379124341003
1,0,0,0,7.244941546337007,3.9318256327243257,1.0986122886681096
0,0,1,0,8.517393171418904,4.61512051684126,1.3862943611198906
0,0,0,1,7.601402334583733,3.828641396489095,0.6931471805599453
1,0,0,0,7.650168700845001,4.04305126783455,1.0986122886681096
1,0,0,0,7.208600337960199,4.454347296253507,1.3862943611198906
0,0,0,1,8.006700845440367,3.8712010109078907,0.6931471805599453
0,0,0,1,7.550135342488429,4.31748811353631,1.3862943611198906
0,0,1,0,7.099201743553092,4.110873864173311,0.6931471805599453
1,0,0,0,8.006700845440367,4.634728988229636,1.3862943611198906
0,0,0,1,8.101980731853192,4.31748811353631,1.3862943611198906
0,0,0,1,8.412054873292933,4.574710978503383,1.3862943611198906
1,0,0,0,8.31898612539206,4.672828834461906,1.3862943611198906
0,0,0,1,8.853808274977197,4.276666119016055,1.0986122886681096
0,1,0,0,7.741099090035366,4.219507705176107,1.0986122886681096
0,1,0,0,7.313886831633462,3.7612001156935624,1.0986122886681096
1,0,0,0,8.006700845440367,3.9318256327243257,0.6931471805599453
0,1,0,0,7.438971592395862,4.02535169073515,1.0986122886681096
0,1,0,0,8.071218539969863,5.0689042022202315,1.6094379124341003
0,0,1,0,7.3783837129967145,3.9318256327243257,0.6931471805599453
0,0,1,0,8.366602832783736,4.836281906951478,1.3862943611198906
0,0,1,0,8.160803920954665,3.8501476017100584,0.6931471805599453
0,1,0,0,7.783640596221253,4.394449154672439,1.0986122886681096
0,1,0,0,6.957497370876951,3.8918202981106265,1.0986122886681096
0,0,0,1,8.071218539969863,4.394449154672439,1.0986122886681096
0,0,0,1,7.824445930877619,4.406719247264253,1.3862943611198906
1,0,0,0,7.346655163176539,4.143134726391533,1.0986122886681096
0,0,0,1,8.612685172875459,4.290459441148391,1.0986122886681096
0,0,0,1,7.824445930877619,4.394449154672439,1.0986122886681096
1,0,0,0,8.216358332386156,4.31748811353631,1.0986122886681096
0,0,1,0,8.160803920954665,4.709530201312334,1.3862943611198906
0,0,0,1,7.313886831633462,3.828641396489095,1.0986122886681096
0,0,0,1,9.04793908261736,5.111987788356544,1.6094379124341003
1,0,0,0,7.696667081526462,4.330733340286331,1.3862943611198906
0,0,1,0,7.901377353792616,4.2626798770413155,1.0986122886681096
0,0,1,0,8.160803920954665,4.07753744390572,1.0986122886681096
1,0,0,0,7.170888478512505,3.6109179126442243,1.0986122886681096
0,0,1,0,8.071218539969863,3.4339872044851463,0.6931471805599453
0,0,1,0,8.434028950155469,4.700480365792417,1.0986122886681096
0,0,1,0,7.3783837129967145,4.110873864173311,1.0986122886681096
0,1,0,0,7.438971592395862,4.143134726391533,1.0986122886681096
0,1,0,0,8.006700845440367,3.9889840465642745,1.0986122886681096
1,0,0,0,7.170888478512505,3.828641396489095,1.0986122886681096
0,1,0,0,7.208600337960199,4.007333185232471,1.0986122886681096
1,0,0,0,7.8826922062890254,4.394449154672439,1.3862943611198906
0,0,1,0,7.550135342488429,4.02535169073515,1.0986122886681096
0,1,0,0,7.496097345175956,4.04305126783455,1.0986122886681096
0,0,1,0,7.601402334583733,3.58351893845611,0.6931471805599453
0,0,0,1,10.778977123006351,5.940171252720432,1.6094379124341003
0,0,0,1,9.787009914477434,5.198497031265826,1.6094379124341003
0,0,1,0,8.594339400592892,5.056245805348308,1.6094379124341003
1,0,0,0,7.937731775260109,4.204692619390966,1.3862943611198906
0,1,0,0,7.170888478512505,4.23410650459726,1.0986122886681096
1,0,0,0,7.8636512654486515,4.356708826689592,1.0986122886681096
0,0,0,1,8.612685172875459,5.4510384535657,1.3862943611198906
0,0,1,0,7.601402334583733,3.9318256327243257,1.0986122886681096
0,0,1,0,10.463131911491967,6.2166061010848646,1.6094379124341003
0,1,0,0,7.741099090035366,4.23410650459726,1.0986122886681096
1,0,0,0,7.3783837129967145,4.02535169073515,1.0986122886681096
0,0,0,1,7.696667081526462,4.477336814478207,1.0986122886681096
1,0,0,0,7.244941546337007,4.290459441148391,1.3862943611198906
1,0,0,0,7.972810784121404,4.174387269895637,0.6931471805599453
0,0,1,0,7.601402334583733,4.189654742026425,1.3862943611198906
1,0,0,0,7.601402334583733,3.828641396489095,0.6931471805599453
0,1,0,0,7.3783837129967145,4.31748811353631,1.0986122886681096
0,0,1,0,8.412054873292933,4.852030263919617,1.3862943611198906
0,0,1,0,7.8636512654486515,4.07753744390572,0.6931471805599453
0,1,0,0,7.313886831633462,4.31748811353631,1.0986122886681096
0,0,0,1,8.268988209506656,4.574710978503383,1.0986122886681096
1,0,0,0,7.550135342488429,3.7612001156935624,1.0986122886681096
0,0,0,1,8.853808274977197,4.276666119016055,0.6931471805599453
0,0,0,1,7.00397413672268,4.110873864173311,1.0986122886681096
0,1,0,0,6.90875477931522,3.828641396489095,1.0986122886681096
0,0,0,1,8.699681400989514,5.4510384535657,1.3862943611198906
0,1,0,0,7.824445930877619,4.553876891600541,1.3862943611198906
0,1,0,0,7.3783837129967145,3.713572066704308,1.0986122886681096
0,0,0,1,7.824445930877619,3.4339872044851463,0.6931471805599453
0,0,1,0,8.006700845440367,4.653960350157523,1.0986122886681096
0,1,0,0,7.650168700845001,3.8066624897703196,0.6931471805599453
1,0,0,0,6.90875477931522,3.4965075614664802,1.0986122886681096
0,0,1,0,8.517393171418904,5.10594547390058,1.6094379124341003
1,0,0,0,13.617060838751888,4.553876891600541,1.3862943611198906
1,0,0,0,7.313886831633462,3.6888794541139363,0.6931471805599453
0,0,1,0,7.741099090035366,4.110873864173311,1.0986122886681096
1,0,0,0,7.696667081526462,4.543294782270004,1.3862943611198906
1,0,0,0,7.00397413672268,3.9318256327243257,1.0986122886681096
0,1,0,0,7.244941546337007,3.8918202981106265,1.0986122886681096
1,0,0,0,7.0909098220799835,3.6635616461296463,1.0986122886681096
1,0,0,0,8.826147399143558,4.927253685157205,1.3862943611198906
0,0,1,0,8.38958706681109,4.553876891600541,1.3862943611198906
1,0,0,0,7.496097345175956,4.394449154672439,1.0986122886681096
1,0,0,0,8.612685172875459,5.111987788356544,1.6094379124341003
0,0,0,1,7.3783837129967145,5.081404364984463,1.0986122886681096
0,0,0,1,7.824445930877619,4.31748811353631,1.0986122886681096
0,0,1,0,7.696667081526462,4.2626798770413155,1.3862943611198906
0,1,0,0,7.208600337960199,3.970291913552122,1.0986122886681096
0,0,1,0,8.006700845440367,4.465908118654584,1.0986122886681096
0,0,1,0,8.061802274538348,4.2626798770413155,1.0986122886681096
0,0,0,1,7.937731775260109,4.330733340286331,1.3862943611198906
0,0,1,0,7.783640596221253,3.258096538021482,0.6931471805599453
1,0,0,0,7.409136443920128,4.330733340286331,1.0986122886681096
0,0,1,0,7.490529402060711,4.174387269895637,1.0986122886681096
0,1,0,0,7.170888478512505,3.9318256327243257,1.0986122886681096
1,0,0,0,7.741099090035366,3.713572066704308,0.6931471805599453
0,1,0,0,7.234898420314831,3.828641396489095,1.0986122886681096
0,0,1,0,8.006700845440367,3.912023005428146,1.0986122886681096
0,1,0,0,7.754052639035757,4.330733340286331,1.3862943611198906
0,0,0,1,9.6678285081515,5.214935757608986,1.3862943611198906
0,1,0,0,7.3783837129967145,4.430816798843313,1.3862943611198906
0,0,1,0,7.0909098220799835,3.4339872044851463,0.6931471805599453
0,0,1,0,8.131824785007195,4.2626798770413155,1.0986122886681096
0,0,0,1,8.517393171418904,4.343805421853684,1.0986122886681096
0,0,0,1,7.824445930877619,3.4339872044851463,0.6931471805599453
0,1,0,0,7.550135342488429,4.23410650459726,1.3862943611198906
0,0,0,1,8.071218539969863,3.828641396489095,0.6931471805599453
0,0,0,1,7.24422751560335,4.0943445622221,0.6931471805599453
0,0,1,0,8.412054873292933,4.912654885736052,1.3862943611198906
0,0,1,0,8.294299608857235,4.394449154672439,1.3862943611198906
0,1,0,0,7.550135342488429,3.713572066704308,1.0986122886681096
0,0,0,1,9.305741456739435,4.795790545596741,1.0986122886681096
0,0,1,0,7.170888478512505,4.31748811353631,1.3862943611198906
1,0,0,0,8.853808274977197,5.111987788356544,1.6094379124341003
1,0,0,0,7.601402334583733,4.0943445622221,1.0986122886681096
0,0,1,0,8.630700432209832,5.030437921392435,1.3862943611198906
1,0,0,0,8.183397369998433,4.3694478524670215,1.3862943611198906
1,0,0,0,8.006700845440367,3.9318256327243257,0.6931471805599453
1,0,0,0,7.0909098220799835,3.828641396489095,1.0986122886681096
0,0,0,1,7.601402334583733,4.060443010546419,1.0986122886681096
0,1,0,0,7.824445930877619,4.51085950651685,1.0986122886681096
0,0,1,0,7.972810784121404,4.02535169073515,1.0986122886681096
0,1,0,0,7.170888478512505,3.6888794541139363,0.6931471805599453
1,0,0,0,7.0909098220799835,3.8918202981106265,1.0986122886681096
0,1,0,0,7.346655163176539,4.110873864173311,1.0986122886681096
0,0,1,0,7.438971592395862,4.3694478524670215,1.3862943611198906
0,0,1,0,7.3783837129967145,4.110873864173311,1.0986122886681096
0,1,0,0,7.438971592395862,4.2626798770413155,1.0986122886681096
0,1,0,0,7.170888478512505,3.8712010109078907,1.0986122886681096
0,0,0,1,8.497194544909547,4.219507705176107,1.0986122886681096
1,0,0,0,7.650168700845001,4.2626798770413155,1.3862943611198906
0,0,0,1,7.8636512654486515,4.248495242049359,1.3862943611198906
0,0,0,1,7.696667081526462,4.2626798770413155,0.6931471805599453
1,0,0,0,7.438971592395862,4.007333185232471,1.0986122886681096
1,0,0,0,7.601402334583733,3.8918202981106265,1.0986122886681096
0,1,0,0,7.696667081526462,4.2626798770413155,1.3862943611198906
0,1,0,0,8.006700845440367,4.912654885736052,1.3862943611198906
0,0,0,1,8.160803920954665,3.9512437185814275,0.6931471805599453
0,0,0,1,8.294299608857235,5.25227342804663,1.3862943611198906
1,0,0,0,8.03947991910045,4.770684624465665,1.3862943611198906
0,1,0,0,7.208600337960199,4.110873864173311,1.0986122886681096
1,0,0,0,8.294299608857235,4.356708826689592,1.3862943611198906
0,0,0,1,7.650168700845001,3.5263605246161616,0.6931471805599453
0,0,0,1,8.006700845440367,4.51085950651685,1.3862943611198906
0,0,0,1,8.24301946898925,4.955827057601261,1.3862943611198906
0,0,0,1,8.006700845440367,4.02535169073515,1.0986122886681096
0,1,0,0,8.517393171418904,4.90527477843843,1.3862943611198906
0,1,0,0,7.313886831633462,4.394449154672439,1.0986122886681096
1,0,0,0,7.00397413672268,4.2626798770413155,1.0986122886681096
0,0,0,1,8.366835309827675,4.304065093204169,1.0986122886681096
0,0,1,0,7.696667081526462,3.912023005428146,1.0986122886681096
0,0,1,0,6.898714534329988,3.828641396489095,1.0986122886681096
0,0,0,1,8.071218539969863,3.970291913552122,0.6931471805599453
0,1,0,0,7.170888478512505,3.5553480614894135,1.0986122886681096
0,1,0,0,7.170888478512505,3.6888794541139363,0.6931471805599453
0,0,0,1,8.071218539969863,4.174387269895637,1.0986122886681096
0,0,1,0,8.188966863648876,4.584967478670572,1.0986122886681096
1,0,0,0,7.762596048540069,4.23410650459726,1.0986122886681096
0,0,1,0,9.60245002503719,5.5254529391317835,1.6094379124341003
0,0,0,1,7.8826922062890254,4.2626798770413155,0.6931471805599453
1,0,0,0,7.8713112033234065,4.189654742026425,1.0986122886681096
0,0,1,0,8.724369949208368,3.7376696182833684,0.6931471805599453
0,1,0,0,7.8636512654486515,4.330733340286331,1.0986122886681096
0,0,1,0,7.901377353792616,4.442651256490317,1.3862943611198906
0,1,0,0,7.313886831633462,3.7376696182833684,1.0986122886681096
0,0,0,1,8.612685172875459,4.23410650459726,0.6931471805599453
1,0,0,0,8.517393171418904,4.663439094112067,1.3862943611198906
0,0,1,0,7.824445930877619,4.04305126783455,0.6931471805599453
0,0,1,0,8.160803920954665,3.258096538021482,0.6931471805599453
0,0,0,1,13.567050480716235,3.9318256327243257,0.6931471805599453
1,0,0,0,8.268988209506656,3.970291913552122,0.6931471805599453
0,0,1,0,7.496097345175956,3.8918202981106265,1.0986122886681096
0,0,0,1,9.04793908261736,4.343805421853684,1.0986122886681096
0,1,0,0,8.24301946898925,4.68213122712422,1.3862943611198906
1,0,0,0,7.696667081526462,3.9318256327243257,1.0986122886681096
1,0,0,0,7.8636512654486515,4.382026634673881,1.0986122886681096
0,0,0,1,8.071218539969863,4.454347296253507,1.3862943611198906
0,0,1,0,7.67368812926773,3.970291913552122,1.0986122886681096
0,0,0,1,7.8636512654486515,4.418840607796598,1.0986122886681096
1,0,0,0,8.412054873292933,5.017279836814924,1.0986122886681096
1,0,0,0,7.438971592395862,4.248495242049359,1.3862943611198906
0,0,0,1,9.392745258631441,5.484796933490655,1.6094379124341003
1,0,0,0,8.612685172875459,4.867534450455582,1.6094379124341003
0,0,1,0,7.601402334583733,3.9318256327243257,1.0986122886681096
0,0,0,1,7.170888478512505,3.713572066704308,0.6931471805599453
0,0,1,0,7.696667081526462,4.110873864173311,1.0986122886681096
0,0,0,1,7.824445930877619,4.394449154672439,0.6931471805599453
0,1,0,0,7.244941546337007,4.2626798770413155,1.0986122886681096
0,0,0,1,7.601402334583733,4.2626798770413155,1.0986122886681096
0,0,1,0,7.550135342488429,4.110873864173311,1.0986122886681096
1,0,0,0,7.244941546337007,3.713572066704308,1.0986122886681096
1,0,0,0,10.596659732783579,4.51085950651685,1.0986122886681096
0,0,0,1,7.9287663216266955,4.143134726391533,1.0986122886681096
1,0,0,0,7.3783837129967145,3.9889840465642745,1.0986122886681096
0,0,0,1,7.659642954564682,3.8501476017100584,0.6931471805599453
0,0,0,1,8.575650760987806,4.795790545596741,1.3862943611198906
1,0,0,0,6.90875477931522,3.9889840465642745,0.6931471805599453
0,0,1,0,8.93260863037757,4.394449154672439,1.0986122886681096
1,0,0,0,7.496097345175956,4.110873864173311,1.0986122886681096
1,0,0,0,7.591357046698551,4.343805421853684,1.3862943611198906
0,1,0,0,7.467942332285852,3.8501476017100584,1.0986122886681096
0,1,0,0,7.3783837129967145,4.31748811353631,1.0986122886681096
0,1,0,0,7.741099090035366,4.1588830833596715,1.3862943611198906
0,1,0,0,7.496097345175956,3.6109179126442243,0.6931471805599453
0,0,0,1,8.612685172875459,5.3471075307174685,1.6094379124341003
0,0,0,1,8.412054873292933,4.219507705176107,0.6931471805599453
0,1,0,0,6.985641817639208,3.8501476017100584,1.0986122886681096
0,0,1,0,7.937731775260109,4.0943445622221,1.0986122886681096
0,0,0,1,8.517393171418904,4.204692619390966,1.0986122886681096
0,0,0,1,8.612685172875459,5.583496308781699,1.6094379124341003
1,0,0,0,8.071218539969863,4.290459441148391,1.3862943611198906
0,0,1,0,7.467942332285852,3.912023005428146,0.6931471805599453
0,0,1,0,9.61587214452889,5.351858133476067,1.3862943611198906
0,1,0,0,7.313886831633462,4.1588830833596715,1.0986122886681096
0,1,0,0,9.680406499268875,6.19644412779452,1.6094379124341003
0,1,0,0,7.550135342488429,3.9318256327243257,1.0986122886681096
0,0,0,1,8.003363058629947,4.330733340286331,1.3862943611198906
1,0,0,0,7.208600337960199,3.970291913552122,1.0986122886681096
0,0,0,1,7.741099090035366,4.127134385045092,1.0986122886681096
0,0,1,0,9.04793908261736,5.099866427824199,1.3862943611198906
0,0,0,1,8.160803920954665,4.564348191467836,1.3862943611198906
0,1,0,0,7.346655163176539,3.9318256327243257,1.0986122886681096
0,0,0,1,7.576097340623111,4.07753744390572,1.0986122886681096
0,1,0,0,8.268988209506656,4.394449154672439,1.0986122886681096
0,1,0,0,7.280008252884188,3.9318256327243257,1.0986122886681096
0,0,0,1,7.467942332285852,4.430816798843313,1.0986122886681096
0,0,0,1,7.496097345175956,4.07753744390572,1.0986122886681096
1,0,0,0,7.937731775260109,4.48863636973214,1.3862943611198906
1,0,0,0,7.00397413672268,3.9318256327243257,1.0986122886681096
1,0,0,0,7.550135342488429,4.110873864173311,1.0986122886681096
0,0,0,1,7.696667081526462,4.532599493153256,1.3862943611198906
0,1,0,0,7.747164966520335,4.110873864173311,1.0986122886681096
1,0,0,0,8.216358332386156,4.61512051684126,1.3862943611198906
0,0,0,1,7.170888478512505,4.110873864173311,1.0986122886681096
0,0,0,1,8.160803920954665,3.713572066704308,0.6931471805599453
0,1,0,0,7.3783837129967145,4.143134726391533,1.0986122886681096
0,0,1,0,9.210440366976517,4.634728988229636,0.6931471805599453
1,0,0,0,7.313886831633462,3.9318256327243257,1.0986122886681096
0,0,0,1,8.343077871169383,3.58351893845611,0.6931471805599453
0,1,0,0,7.696667081526462,4.394449154672439,1.3862943611198906
0,0,0,1,8.343077871169383,3.8918202981106265,0.6931471805599453
1,0,0,0,7.8636512654486515,4.584967478670572,1.3862943611198906
1,0,0,0,7.00397413672268,3.9318256327243257,1.0986122886681096
0,0,0,1,8.006700845440367,4.189654742026425,1.3862943611198906
1,0,0,0,8.160803920954665,4.795790545596741,1.3862943611198906
1,0,0,0,7.0909098220799835,3.6109179126442243,0.6931471805599453
0,0,1,0,9.99884318585288,5.645446897643238,1.6094379124341003
0,1,0,0,7.824445930877619,3.8066624897703196,0.6931471805599453
1,0,0,0,8.160803920954665,4.532599493153256,1.3862943611198906
0,0,1,0,7.741099090035366,4.1588830833596715,1.3862943611198906
0,1,0,0,8.071218539969863,4.343805421853684,1.0986122886681096
0,0,0,1,9.210440366976517,5.5254529391317835,1.6094379124341003
0,1,0,0,7.346655163176539,3.8918202981106265,1.0986122886681096
1,0,0,0,7.313886831633462,3.9318256327243257,1.0986122886681096
0,0,1,0,8.400884069015854,3.9889840465642745,0.6931471805599453
1,0,0,0,7.601402334583733,4.110873864173311,1.0986122886681096
0,0,1,0,8.02322468471667,4.2626798770413155,1.3862943611198906
