zonas_leste,zonas_norte,zonas_oeste,zonas_sul,quarto,area,precos
0,0,1,0,0.6931471805599453,3.6635616461296463,7.937731775260109
0,0,1,0,1.0986122886681096,4.110873864173311,7.3783837129967145
0,0,0,1,1.0986122886681096,4.543294782270004,7.696667081526462
0,1,0,0,1.0986122886681096,4.110873864173311,7.490529402060711
0,1,0,0,1.3862943611198906,5.231108616854587,8.03947991910045
0,0,0,1,1.3862943611198906,5.241747015059643,8.94910546953925
0,0,0,1,0.6931471805599453,3.4339872044851463,7.937731775260109
0,1,0,0,1.0986122886681096,3.8918202981106265,7.170888478512505
0,1,0,0,0.6931471805599453,3.6888794541139363,7.170888478512505
0,0,0,1,1.0986122886681096,4.07753744390572,7.601402334583733
1,0,0,0,1.0986122886681096,3.8066624897703196,7.208600337960199
1,0,0,0,1.0986122886681096,3.828641396489095,7.0909098220799835
0,1,0,0,1.0986122886681096,3.713572066704308,7.0909098220799835
0,0,0,1,1.3862943611198906,4.709530201312334,8.77971129020447
0,0,1,0,1.0986122886681096,4.07753744390572,7.8636512654486515
0,1,0,0,0.6931471805599453,3.6888794541139363,7.170888478512505
0,1,0,0,0.6931471805599453,3.9318256327243257,7.244941546337007
1,0,0,0,1.0986122886681096,4.04305126783455,7.438971592395862
